x,y
108.58468677494193,160.06600660065197
273.5498839907192,-288.7788778877866
-6.264501160092777,78.2178217821725
97.67981438515085,-57.75577557755264
99.76798143851511,136.96369636963556
24.82598607888633,132.34323432344172
19.60556844547557,102.97029702969837
170.30162412993036,95.04950495048541
-35.15081206496518,-179.86798679867263
-292.3433874709977,-249.8349834983443
106.03248259860788,115.8415841584166
-17.16937354988397,500.0
47.91183294663574,64.35643564356735
-81.554524361949,-1.6501650165095043
313.1090487238979,-72.27722772278037
-92.45939675174014,99.00990099010363
-126.10208816705335,119.47194719472355
213.3410672853828,175.57755775576663
-211.83294663573082,-101.9801980198115
-143.15545243619493,-27.72277227723373
-155.6844547563805,178.8778877887857
-218.90951276102095,17.821782178223316
-160.55684454756386,-81.51815181519157
-283.0626450116009,-189.43894389439515
-265.89327146171695,-154.12541254125972
-19.373549883990677,146.20462046204682
55.91647331786544,-309.90099009900564
107.5406032482598,90.42904290429152
-199.7679814385151,238.943894389447
77.72621809744783,236.96369636962618
44.663573085846906,127.72277227722435
5.220417633410648,126.4026402640261
-120.76566125290026,88.11881188118286
-24.477958236658935,258.74587458746777
-166.12529002320184,56.43564356435439
53.1322505800465,144.88448844884857
54.06032482598607,212.54125412541157
-232.59860788863114,-128.3828382838235
228.77030162412996,73.92739273926645
-133.8747099767981,-60.39603960397267
-33.526682134570706,282.17821782177197
-28.654292343387453,64.68646864685525
-123.08584686774941,-133.6633663366399
-8.932714617169381,141.91419141914076
-64.84918793503482,196.36963696369776
-222.04176334106728,-71.28712871286996
261.4849187935034,-74.58745874588897
38.747099767981354,99.99999999999062
-140.71925754060328,298.34983498350925
-340.25522041763344,-286.1386138613901
259.7447795823666,-209.24092409241587
-9.280742459396777,114.52145214521829
-279.93039443155453,-58.74587458746305
-267.16937354988397,-22.772277227728523
-269.7215777262181,-64.35643564356747
64.50116009280737,101.32013201318892
121.92575406032495,-94.05940594059848
-44.8955916473318,162.04620462044932
-53.944315545243626,158.08580858085458
27.26218097447793,202.3102310230899
233.87470997679804,-89.43894389440459
-147.5638051044083,173.59735973596923
-199.65197215777266,-35.973597359734526
7.192575406032461,196.69966996698565
-148.60788863109047,-54.12541254124574
-253.82830626450115,-10.56105610560951
-13.805104408352634,456.4356435643638
240.71925754060317,-125.41254125413911
-30.858468677494216,357.42574257426014
60.32482598607896,-259.0759075907556
86.77494199535965,173.92739273928055
53.944315545243626,179.20792079207354
6.960556844547568,62.70627062705779
95.93967517401404,129.0429042904226
-76.45011600928075,193.72937293730126
-142.4593967517402,-216.83168316831757
154.29234338747096,104.29042904289668
66.12529002320184,268.6468646864781
-111.25290023201853,32.34323432342762
203.94431554524363,39.93399339932927
-181.6705336426914,-10.56105610560951
-157.30858468677496,9.900990099010357
7.192575406032461,34.65346534653628
76.4501160092808,140.59405940594252
328.6542923433874,-389.4389438943999
23.433874709976863,388.1188118811782
13.921113689095137,416.50165016501103
56.84454756380512,122.77227722771914
139.90719257540604,-113.8613861386192
1.0440835266820727,-252.4752475247643
119.95359628770302,144.88448844884857
49.419953596287655,-9.900990099010357
-86.65893271461715,193.39933993398995
89.55916473317859,-121.122112211233
500.0,-17.491749174912
480.6264501160092,-14.851485148515508
326.4501160092808,50.16501650165094
248.60788863109053,61.056105610548286
-346.4037122969838,24.422442244214665
63.45707656612535,223.10231023102108
40.95127610208817,188.77887788779606
186.19489559164742,-96.69966996699497
242.2273781902553,-78.54785478548376
48.25986078886308,95.70957095708457
-4.060324825986072,99.66996699670278
76.2180974477958,165.34653465346844
-275.754060324826,-341.9141914191455
-134.9187935034803,5.94059405939214
-115.42923433874711,-32.34323432342751
-117.05336426914153,117.821782178214
-17.749419953596373,219.47194719471412
-9.628770301624172,-184.15841584157874
215.3132250580046,82.50825082507856
-12.29698375870072,22.442244224417266
-201.04408352668213,-85.14851485149859
-30.74245939675177,207.92079207921768
-298.8399071925754,-52.47524752475965
-24.477958236658935,107.92079207920358
63.34106728538279,173.92739273928055
-50.92807424593963,137.6237623762347
137.81902552204178,113.20132013202004
-48.14385150812069,14.851485148515508
-78.65429234338751,69.6369636963604
-30.626450116009323,436.63366336634306
-22.273781902552173,394.0594059405938
81.55452436194889,-144.5544554455372
-51.24129930394429,144.89372937293172
248.37587006960564,-175.90759075907795
-6.496519721577727,-211.88118811881236
